Bank,Product,Province,SalesAmount,ClientAge,ClientIncome,SaleDate
TD,Deposit Account,Prince Edward Island,796,42,53970,2022-08-28
TD,Deposit Account,Northwest Territories,1913,47,83383,2020-10-25
Scotiabank,Credit Product,Newfoundland and Labrador,45400,56,101295,2020-06-24
RBC,Credit Product,Prince Edward Island,29837,34,62527,2021-11-28
RBC,Deposit Account,Manitoba,1792,28,104682,2023-01-11
Scotiabank,Investment Product,Nova Scotia,56515,65,79513,2025-01-25
RBC,Deposit Account,Prince Edward Island,1992,37,147740,2021-08-22
Scotiabank,Credit Product,British Columbia,46571,47,149704,2022-10-25
Scotiabank,Deposit Account,Yukon,1579,27,52774,2025-05-29
RBC,Investment Product,Yukon,85772,54,141175,2020-05-02
RBC,Deposit Account,Quebec,879,42,76701,2022-01-16
RBC,Investment Product,Alberta,94954,29,65580,2020-02-08
Scotiabank,Deposit Account,Nunavut,1510,65,142401,2024-03-27
RBC,Credit Product,Alberta,31366,58,82560,2024-05-23
TD,Investment Product,Yukon,78163,40,78081,2023-07-04
RBC,Deposit Account,Yukon,2313,46,45274,2020-05-15
RBC,Investment Product,Alberta,53115,34,136825,2024-04-06
RBC,Credit Product,Prince Edward Island,23291,62,118954,2021-03-05
TD,Credit Product,Prince Edward Island,17454,43,107435,2022-11-29
TD,Credit Product,Manitoba,11025,25,80593,2024-04-04
RBC,Deposit Account,Ontario,1106,25,59489,2023-04-29
TD,Credit Product,Ontario,20774,60,125716,2022-12-24
RBC,Credit Product,Newfoundland and Labrador,37820,32,78215,2023-04-11
Scotiabank,Investment Product,Prince Edward Island,87059,58,107355,2020-07-26
Scotiabank,Investment Product,Nunavut,50684,64,97410,2020-01-15
RBC,Credit Product,Manitoba,25821,53,111869,2023-08-19
TD,Deposit Account,Nova Scotia,1820,28,86607,2020-10-02
Scotiabank,Credit Product,Alberta,36593,43,50493,2020-02-15
Scotiabank,Credit Product,Saskatchewan,38049,36,145808,2022-09-08
TD,Credit Product,Yukon,10989,65,40138,2020-04-19
Scotiabank,Investment Product,Nunavut,62957,30,41694,2024-10-12
TD,Deposit Account,Alberta,2366,50,86015,2021-03-01
Scotiabank,Deposit Account,British Columbia,2026,47,49858,2022-09-12
TD,Credit Product,Prince Edward Island,42628,65,119596,2021-07-17
Scotiabank,Deposit Account,Ontario,1637,59,115833,2020-11-01
TD,Investment Product,Nova Scotia,33695,43,48470,2021-05-07
RBC,Investment Product,Nunavut,94070,52,111859,2021-03-02
RBC,Investment Product,British Columbia,26329,47,144882,2025-07-08
RBC,Credit Product,Nova Scotia,23215,39,142923,2024-03-14
Scotiabank,Deposit Account,New Brunswick,1183,31,116550,2020-01-05
Scotiabank,Deposit Account,Nunavut,2045,30,111783,2020-01-10
RBC,Credit Product,Prince Edward Island,39408,33,99940,2024-10-03
RBC,Deposit Account,Manitoba,742,52,33637,2024-01-02
TD,Deposit Account,Ontario,2495,57,124308,2023-11-01
Scotiabank,Deposit Account,Nunavut,2106,43,81686,2022-02-21
RBC,Deposit Account,Nova Scotia,2111,51,96307,2021-09-13
RBC,Deposit Account,Yukon,1980,57,74151,2021-11-22
Scotiabank,Investment Product,Nova Scotia,98241,48,61641,2023-01-04
RBC,Investment Product,Quebec,26491,44,74865,2024-01-09
TD,Investment Product,New Brunswick,34609,26,93145,2021-10-15
Scotiabank,Credit Product,Nunavut,24545,44,42554,2022-09-16
Scotiabank,Deposit Account,New Brunswick,1119,33,40936,2023-02-05
Scotiabank,Deposit Account,Alberta,1856,45,33437,2024-02-13
TD,Credit Product,Prince Edward Island,25634,35,104023,2024-12-23
Scotiabank,Deposit Account,Yukon,1840,25,47825,2020-01-23
TD,Credit Product,Manitoba,10157,59,78396,2022-06-09
TD,Investment Product,Ontario,99903,39,81569,2023-03-12
TD,Deposit Account,Yukon,619,61,107427,2023-12-14
TD,Deposit Account,Manitoba,1681,32,75574,2025-07-02
Scotiabank,Credit Product,Ontario,13664,32,59390,2021-09-18
RBC,Deposit Account,Alberta,905,26,132188,2025-12-15
TD,Investment Product,Yukon,81048,42,77521,2022-12-01
Scotiabank,Investment Product,Manitoba,24259,45,138042,2020-08-15
TD,Credit Product,Prince Edward Island,16532,59,77112,2022-04-07
Scotiabank,Investment Product,Manitoba,48387,58,66286,2020-09-07
Scotiabank,Investment Product,Nunavut,96254,48,89925,2020-08-08
RBC,Investment Product,New Brunswick,74918,56,136180,2021-04-29
TD,Credit Product,Northwest Territories,30071,26,144677,2025-01-18
Scotiabank,Investment Product,Ontario,87557,44,112799,2021-02-26
RBC,Investment Product,Ontario,90990,51,73561,2020-07-21
Scotiabank,Credit Product,Nunavut,19086,54,112038,2023-02-23
Scotiabank,Investment Product,Nova Scotia,89755,33,57641,2023-03-07
TD,Investment Product,Alberta,66425,43,130011,2021-12-15
TD,Deposit Account,Nova Scotia,2325,63,59428,2021-10-05
RBC,Deposit Account,Saskatchewan,2067,48,73124,2020-08-23
RBC,Investment Product,New Brunswick,99431,46,137030,2025-01-10
Scotiabank,Investment Product,Manitoba,51026,42,66631,2020-03-14
Scotiabank,Investment Product,Newfoundland and Labrador,84262,46,146757,2021-08-01
RBC,Deposit Account,Prince Edward Island,1929,46,44033,2025-10-24
TD,Credit Product,Manitoba,49600,60,61077,2024-01-08
Scotiabank,Credit Product,Nova Scotia,24196,48,147254,2024-03-11
Scotiabank,Deposit Account,Prince Edward Island,1897,33,143516,2023-08-26
TD,Investment Product,New Brunswick,80664,47,95578,2023-05-15
RBC,Deposit Account,Northwest Territories,834,27,127795,2022-08-22
Scotiabank,Credit Product,Newfoundland and Labrador,29878,41,58887,2025-10-30
Scotiabank,Deposit Account,Ontario,962,62,60706,2025-06-25
Scotiabank,Deposit Account,Prince Edward Island,2459,39,39362,2023-01-25
TD,Investment Product,Nova Scotia,67279,33,149347,2022-01-25
Scotiabank,Deposit Account,Northwest Territories,1208,49,31822,2020-11-14
Scotiabank,Investment Product,Prince Edward Island,87985,26,120919,2024-02-23
RBC,Credit Product,Ontario,32715,61,81839,2025-07-15
Scotiabank,Investment Product,Quebec,74879,25,122989,2020-06-09
RBC,Credit Product,Alberta,42980,35,69842,2020-11-14
RBC,Investment Product,British Columbia,83032,48,57821,2024-07-29
Scotiabank,Investment Product,Northwest Territories,41668,51,149770,2020-11-23
RBC,Credit Product,Nova Scotia,20684,39,110205,2022-09-16
Scotiabank,Credit Product,Newfoundland and Labrador,21450,44,114841,2021-02-23
TD,Investment Product,Quebec,79671,37,67508,2023-06-25
Scotiabank,Investment Product,Northwest Territories,74251,36,40676,2022-01-15
TD,Credit Product,Nunavut,10902,57,84380,2021-12-06
RBC,Investment Product,Ontario,37283,28,129488,2021-07-07
TD,Credit Product,Prince Edward Island,26851,52,126127,2023-08-16
Scotiabank,Investment Product,Northwest Territories,96132,32,62393,2021-08-04
Scotiabank,Deposit Account,Ontario,1475,62,104454,2021-12-06
TD,Credit Product,Prince Edward Island,20835,45,34835,2021-03-05
RBC,Deposit Account,New Brunswick,1081,34,39418,2023-08-11
Scotiabank,Credit Product,British Columbia,35434,41,120991,2020-08-10
RBC,Deposit Account,Quebec,2422,51,73423,2023-11-01
RBC,Credit Product,New Brunswick,43917,44,89051,2025-06-15
Scotiabank,Credit Product,Manitoba,25374,32,46571,2022-08-20
Scotiabank,Deposit Account,Manitoba,1577,63,77201,2020-10-09
Scotiabank,Investment Product,Prince Edward Island,22454,41,75569,2020-11-14
TD,Investment Product,Yukon,47535,65,108541,2020-10-26
TD,Deposit Account,Saskatchewan,1767,46,52142,2023-01-08
Scotiabank,Credit Product,Northwest Territories,26000,48,148278,2022-12-21
RBC,Deposit Account,Northwest Territories,1494,54,116576,2020-03-08
Scotiabank,Credit Product,Yukon,48093,49,143900,2021-06-30
Scotiabank,Credit Product,Quebec,18369,37,143425,2020-09-29
RBC,Investment Product,Northwest Territories,77364,39,128261,2022-06-15
Scotiabank,Deposit Account,New Brunswick,1957,41,143962,2023-05-08
RBC,Investment Product,Nova Scotia,90634,32,141940,2025-07-31
TD,Deposit Account,British Columbia,2323,35,114826,2023-01-16
Scotiabank,Deposit Account,Prince Edward Island,1433,28,60159,2023-05-30
Scotiabank,Credit Product,Yukon,37342,59,127731,2025-04-26
Scotiabank,Investment Product,Quebec,59112,33,60663,2025-06-09
TD,Credit Product,Manitoba,28371,60,99652,2024-03-04
Scotiabank,Credit Product,Yukon,36755,55,130886,2022-10-22
RBC,Deposit Account,Alberta,1458,54,50039,2020-04-02
TD,Credit Product,Saskatchewan,43733,41,110000,2022-05-23
Scotiabank,Deposit Account,Northwest Territories,1707,44,88050,2023-05-20
RBC,Credit Product,Saskatchewan,28538,54,131542,2023-05-28
TD,Deposit Account,Yukon,666,55,90882,2021-06-17
RBC,Credit Product,New Brunswick,23864,26,141697,2024-01-26
TD,Credit Product,Newfoundland and Labrador,33254,28,95283,2022-02-14
RBC,Deposit Account,Northwest Territories,2470,38,108430,2022-04-09
RBC,Investment Product,Nova Scotia,74234,48,65765,2022-10-16
Scotiabank,Investment Product,Ontario,31884,63,40891,2022-09-01
Scotiabank,Investment Product,British Columbia,49635,31,113171,2021-09-11
RBC,Deposit Account,Yukon,645,62,48400,2021-06-28
RBC,Deposit Account,Saskatchewan,1735,32,89206,2022-07-29
Scotiabank,Investment Product,Nunavut,72021,30,75397,2025-02-01
Scotiabank,Deposit Account,Prince Edward Island,1096,65,122991,2022-06-08
TD,Credit Product,Ontario,35273,27,107506,2025-09-18
TD,Deposit Account,Nova Scotia,2492,35,46500,2025-01-16
Scotiabank,Deposit Account,Northwest Territories,1888,40,148318,2024-12-30
RBC,Investment Product,Quebec,61538,65,89857,2022-10-12
Scotiabank,Credit Product,Prince Edward Island,13158,31,76662,2020-08-15
Scotiabank,Credit Product,Yukon,42574,54,133590,2021-02-18
Scotiabank,Investment Product,British Columbia,47843,63,48342,2021-10-16
TD,Deposit Account,Quebec,2077,48,64414,2023-11-24
Scotiabank,Investment Product,Prince Edward Island,47625,65,90936,2023-07-06
TD,Credit Product,Northwest Territories,40424,40,91987,2023-12-21
TD,Deposit Account,Northwest Territories,2165,65,51095,2023-03-02
TD,Credit Product,Saskatchewan,29431,52,100439,2022-06-04
RBC,Investment Product,Prince Edward Island,64022,50,32702,2021-10-14
Scotiabank,Deposit Account,Northwest Territories,1354,31,105215,2025-01-25
Scotiabank,Deposit Account,Northwest Territories,2449,41,37705,2024-06-10
Scotiabank,Deposit Account,New Brunswick,1779,59,93320,2023-02-25
RBC,Investment Product,Prince Edward Island,84157,34,109342,2022-05-10
RBC,Investment Product,Nova Scotia,40659,27,102594,2023-06-23
Scotiabank,Credit Product,Nunavut,35068,30,113955,2022-04-27
TD,Deposit Account,Alberta,736,37,105206,2025-06-29
TD,Deposit Account,Alberta,1155,43,138734,2024-09-06
RBC,Credit Product,Northwest Territories,42511,62,88535,2024-06-04
RBC,Credit Product,Northwest Territories,36712,52,143902,2024-04-11
TD,Credit Product,Ontario,39929,57,109592,2021-04-13
RBC,Deposit Account,Manitoba,554,45,92481,2024-05-07
TD,Investment Product,British Columbia,90553,40,72133,2021-08-30
TD,Credit Product,Yukon,39013,57,136918,2022-10-04
Scotiabank,Deposit Account,British Columbia,2061,54,59481,2021-11-25
TD,Credit Product,Newfoundland and Labrador,49180,33,100264,2025-07-10
RBC,Investment Product,Northwest Territories,98729,55,122002,2025-05-28
TD,Credit Product,Newfoundland and Labrador,16709,46,100751,2021-11-24
RBC,Credit Product,Quebec,36473,57,71892,2024-07-21
RBC,Deposit Account,British Columbia,963,51,124749,2025-10-16
RBC,Investment Product,Nova Scotia,25355,34,122724,2021-02-14
TD,Investment Product,Yukon,43422,60,102774,2021-05-28
TD,Investment Product,Nova Scotia,22033,62,133016,2023-10-04
TD,Investment Product,Prince Edward Island,62808,31,135126,2023-01-02
RBC,Credit Product,Newfoundland and Labrador,35330,63,144177,2021-01-12
RBC,Investment Product,Nova Scotia,35159,54,142922,2021-04-04
TD,Investment Product,New Brunswick,74070,47,67560,2020-12-29
TD,Credit Product,Saskatchewan,47842,40,73086,2021-06-05
RBC,Credit Product,Saskatchewan,23546,52,45314,2023-10-27
RBC,Deposit Account,New Brunswick,1880,60,68417,2024-03-06
RBC,Credit Product,New Brunswick,40380,65,52831,2021-09-11
Scotiabank,Deposit Account,Manitoba,1951,52,98959,2020-03-16
TD,Investment Product,Newfoundland and Labrador,57301,27,86745,2024-06-21
Scotiabank,Investment Product,New Brunswick,79860,32,145115,2022-01-03
Scotiabank,Credit Product,Nunavut,29389,55,49800,2023-10-18
Scotiabank,Credit Product,Nunavut,47655,55,62137,2021-02-11
RBC,Deposit Account,New Brunswick,2271,50,141971,2024-01-05
RBC,Investment Product,Manitoba,27379,37,121356,2022-01-15
RBC,Credit Product,Quebec,14226,63,89877,2025-03-11
Scotiabank,Deposit Account,Yukon,545,49,92901,2024-06-15
Scotiabank,Investment Product,British Columbia,47635,26,92729,2021-03-18
RBC,Credit Product,Quebec,21046,53,149641,2020-03-21
TD,Investment Product,Ontario,78638,44,123699,2023-11-07
RBC,Deposit Account,Quebec,938,38,81466,2025-05-23
TD,Credit Product,Manitoba,31833,45,80872,2020-02-25
Scotiabank,Credit Product,Prince Edward Island,27687,54,97150,2020-12-19
RBC,Deposit Account,Ontario,2257,29,123156,2021-04-24
TD,Investment Product,Quebec,21658,62,75561,2023-06-05
TD,Credit Product,Nunavut,19587,27,32414,2022-10-10
Scotiabank,Investment Product,Newfoundland and Labrador,64688,45,37889,2023-09-25
Scotiabank,Deposit Account,Nunavut,2321,64,64820,2020-04-06
TD,Deposit Account,Yukon,2199,40,82920,2023-07-22
RBC,Credit Product,Yukon,42926,46,113555,2025-06-10
Scotiabank,Deposit Account,Nunavut,2395,63,71889,2021-08-23
Scotiabank,Deposit Account,Manitoba,1239,33,59188,2024-04-19
RBC,Credit Product,New Brunswick,43111,33,73514,2020-01-12
TD,Credit Product,Northwest Territories,31510,29,80177,2022-12-18
TD,Credit Product,Quebec,18935,34,82595,2023-03-30
Scotiabank,Investment Product,Saskatchewan,85557,45,123635,2024-04-15
RBC,Deposit Account,Saskatchewan,976,40,92661,2022-03-03
Scotiabank,Investment Product,Prince Edward Island,25105,55,78260,2023-03-10
RBC,Credit Product,New Brunswick,15827,46,109321,2021-03-26
RBC,Deposit Account,Nunavut,1093,28,131934,2021-07-23
Scotiabank,Investment Product,Alberta,79843,40,72133,2022-11-03
Scotiabank,Credit Product,Manitoba,48423,56,81467,2023-01-27
Scotiabank,Investment Product,New Brunswick,90456,35,131625,2020-12-09
RBC,Credit Product,Ontario,42075,27,88602,2024-05-26
Scotiabank,Credit Product,Ontario,42777,46,82263,2025-03-14
Scotiabank,Credit Product,Nova Scotia,11220,58,130906,2024-03-17
Scotiabank,Deposit Account,Quebec,2478,36,60600,2024-01-07
Scotiabank,Deposit Account,Ontario,2494,32,114211,2024-09-02
TD,Investment Product,Alberta,37273,60,132925,2025-11-03
TD,Investment Product,Northwest Territories,51820,54,49782,2021-11-16
TD,Deposit Account,Quebec,1548,39,139551,2024-03-10
RBC,Investment Product,Nunavut,82819,42,81375,2022-04-26
TD,Deposit Account,Alberta,1808,46,98009,2024-07-29
Scotiabank,Credit Product,Nova Scotia,33602,43,63275,2020-08-21
TD,Investment Product,Manitoba,42435,51,88996,2025-10-30
Scotiabank,Deposit Account,British Columbia,1914,47,149376,2021-10-03
Scotiabank,Investment Product,British Columbia,91965,59,31388,2021-08-20
TD,Credit Product,British Columbia,15644,41,141208,2021-03-19
RBC,Credit Product,Nunavut,15659,30,126188,2021-08-28
TD,Investment Product,Ontario,41575,38,126546,2020-10-04
TD,Credit Product,Quebec,16126,33,146868,2022-06-13
RBC,Credit Product,Alberta,27121,55,104074,2025-01-02
RBC,Investment Product,Nunavut,95127,54,47419,2025-09-30
Scotiabank,Deposit Account,Manitoba,1649,52,110842,2022-04-25
RBC,Credit Product,Nova Scotia,22524,28,112131,2021-02-25
Scotiabank,Deposit Account,Nova Scotia,2364,65,66167,2021-01-12
TD,Credit Product,Ontario,16078,42,85552,2020-06-13
TD,Deposit Account,British Columbia,1384,39,123694,2021-10-14
Scotiabank,Deposit Account,Nunavut,883,39,106411,2020-02-25
TD,Credit Product,Newfoundland and Labrador,46830,52,44400,2023-08-03
RBC,Investment Product,New Brunswick,93694,56,100703,2025-10-15
RBC,Deposit Account,Nunavut,1267,53,143454,2025-11-14
RBC,Deposit Account,Alberta,2309,44,94440,2022-12-02
Scotiabank,Deposit Account,British Columbia,1974,38,143741,2021-07-31
Scotiabank,Investment Product,Prince Edward Island,31279,28,90748,2023-01-15
Scotiabank,Investment Product,Nunavut,61344,46,117154,2021-04-14
TD,Credit Product,Quebec,25966,41,142509,2025-07-12
Scotiabank,Deposit Account,Newfoundland and Labrador,1519,31,31169,2020-02-24
Scotiabank,Investment Product,Nova Scotia,47522,54,71548,2020-08-03
Scotiabank,Credit Product,Newfoundland and Labrador,41761,32,110901,2021-07-21
RBC,Deposit Account,Northwest Territories,2253,33,100668,2021-08-27
TD,Deposit Account,Newfoundland and Labrador,2241,41,86835,2025-08-23
RBC,Deposit Account,Yukon,1710,36,125156,2020-12-06
Scotiabank,Investment Product,Newfoundland and Labrador,42809,46,148710,2023-08-02
TD,Credit Product,Northwest Territories,47519,38,49244,2023-08-08
RBC,Investment Product,Newfoundland and Labrador,57180,44,104724,2022-02-05
Scotiabank,Credit Product,Nunavut,12283,29,131599,2020-12-02
TD,Investment Product,Newfoundland and Labrador,30859,55,96771,2025-06-30
TD,Deposit Account,Nova Scotia,1387,39,117917,2024-06-29
Scotiabank,Investment Product,British Columbia,82055,25,129356,2021-04-21
TD,Investment Product,Prince Edward Island,79348,41,49665,2021-11-19
TD,Credit Product,British Columbia,48663,45,101460,2024-03-19
RBC,Credit Product,New Brunswick,34115,59,89526,2023-11-29
TD,Credit Product,Nunavut,40778,33,108676,2022-09-05
Scotiabank,Credit Product,Saskatchewan,27045,52,87150,2020-03-08
TD,Investment Product,Nunavut,76598,34,60960,2024-06-07
TD,Credit Product,Nova Scotia,24922,27,34515,2022-06-23
TD,Credit Product,Alberta,12961,55,122367,2022-06-28
Scotiabank,Investment Product,Northwest Territories,74598,33,77851,2020-01-11
TD,Deposit Account,Yukon,1667,27,63087,2023-08-02
Scotiabank,Deposit Account,Alberta,1398,32,94122,2025-10-07
RBC,Deposit Account,Nova Scotia,804,32,58500,2020-04-22
Scotiabank,Credit Product,Ontario,37524,40,94290,2023-02-08
RBC,Investment Product,Northwest Territories,20598,57,107823,2021-05-29
TD,Credit Product,British Columbia,46460,64,96565,2025-03-03
RBC,Credit Product,Nunavut,47402,45,54438,2024-07-30
Scotiabank,Investment Product,Yukon,43339,59,136478,2024-03-02
RBC,Deposit Account,Alberta,1411,63,103323,2021-09-06
Scotiabank,Investment Product,Manitoba,72834,35,138888,2020-07-16
TD,Deposit Account,Yukon,1220,65,111752,2020-03-11
Scotiabank,Deposit Account,British Columbia,2002,41,52954,2020-11-15
TD,Investment Product,Yukon,50938,60,40489,2020-11-26
RBC,Investment Product,Prince Edward Island,25642,41,138157,2020-08-04
TD,Deposit Account,Quebec,2038,36,102271,2022-05-03
RBC,Credit Product,Nova Scotia,33156,42,78413,2025-01-04
Scotiabank,Investment Product,New Brunswick,83462,28,77962,2024-07-07
Scotiabank,Investment Product,Prince Edward Island,95109,32,38637,2023-02-26
Scotiabank,Credit Product,British Columbia,26656,36,83001,2021-11-05
Scotiabank,Deposit Account,Northwest Territories,1440,26,135610,2020-10-02
RBC,Credit Product,British Columbia,46065,39,30557,2021-08-13
Scotiabank,Investment Product,Newfoundland and Labrador,99232,59,102403,2020-11-06
RBC,Deposit Account,Nunavut,557,63,83204,2023-11-01
Scotiabank,Credit Product,Ontario,16696,35,148652,2025-06-03
